angle,distance,type
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-10.806922874860343,0.9968248546260459,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-9.896853442815875,1.996675641014851,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
-10.124125226137863,1.9962993485983096,0
